moves,winners
7a12b5h9k12f4k4h1a8i6g10h3j12d6d8m8h12m11i9i11l3a6k11f3k4g4i2h11c6i3b13g3m4e12e4m3e5g7m11j10j6h2d7i7k7f5c4b8f11e4l8k12k4d11d4j11m13e10e12i8b3f9f3i5m1d6a7l13c7g10g5l11h13d11g8g13m2e13b9g9h11k5j10k7j2b4a6j9e13a10l9c13k1b13l5d7e8d6l13h8c10c7b5b13i5e10i7d9j11b9l1g6f6b2c6c10f8e3d2k1k1e12g8l12h12j12c2a1h3g10d9a10b2i7c9b10m1c12a,white
4i7h3m4k10d4h2c10b6m5b7f7k4j9j12l13l8f1a12i6h9b3e3k11e7e6j5h7j1g6d7m13b10m5e10k5f1f7g9f12j8g4e6i5g11i4l5c5l2d9d10g4a3b4d1h10j2j12b11k11f4c11l13k6g2b8d12d11j11h10c13g10a11g12k9l5m10l8b12h5d12c12f2i4b11m10h1c13i8h5k9m10f2f11c1d5a3j9h13c10i6c9g11b13d9e7a12g7b7c8e6e3f9c10e13f8a1j11d2e8c2a8m8j2k13h7i6k4g9i5j12a3d3a11a6l4m3h12e1i3c,white
3a12l3b6h2m10a1d5a11d12g7g5j6b8b13d5c5i12j11i12k1j10b6e9c9m11l1k12h4j10j10c9l3d2d2k11f2c10g8c9i9k8e4c5l10l12a3c1h10i8j2f11a4k4e9e6m5f6c11h1l6d5b12m12i6f9b8d4l6k7i8h11k3g9g13g11e6g8g2a3f11g10f4f2i1f2e6i3i5k9j13i7k13f7l4d13k7h11c12e2b5d7d11b1a13h5m2j12d8i8m7f13m9f9d12c12f7c10d2l3k12b1b3e5e13l1e3h10k1g8f,white
11g11e2d12c10c4b8b1i12a5j3c6k8l10e11h7e6i3k7a3g3l6b8j5h4k8f6f7l11c5b6d5k12l11f12f2j4d9d7b7g8h10i3i4j10k2b5e3h4c6g10f5m13e4m4e8k4l1k12b6l8e9k1a9l8a10l5d6h8g5f7h9h11i9f5l6c5a3e9i4a12i9b2f9j11k10h2l12j10d5g2g6a3f5i7k13h1h7j13c3d5c12d12e8c2m4f4h4g12k11d12m3m13g13l6j7i3b2h1b4i9g2i7m9e8d11j7d10a2e13m2k6m1g11b3j2c7c3a13d13f10g8i13a10m1f6e10b1m11m12g13i7f13j11l2a10j13b9c,white
8h2g11l10f12e10h4b8f3j13i9h3c5d8c6c13d12j7i8d11g6b5f2d6h6m10j12h7j8l7e12l6d9e11k13c11c9i5l7a4e10k7k2e4c1f11m6k11h3m9g3k3a12k3e12c11d1c12i13e7g5e9d6e4j8j4f3g5i2k10l12a1m4k11j4l13f12d3b13a8a7d12f1k13b7c10i2l10m9c3i2b10a10g5a2m11b6j5b2i10d1a9k9l4a3d8m6i8e8b4d7l13h4h8i11e9a4i4m7b2f5j1b13l11f11i4g9b2j11a10b9f7f1h1d2h12m6l3l5c5h13k13g10c7m3f5g2c2a12b7h13j13m1g6a6f5k1l9m1j8g,white
3b13m4h11d13b10j9b3f7g8j8k13g9d6e2h5k9l6d10k10b12i9h13a12e4a6m9k11m13c6c8m4f7m12h2g8c10a12l7e8f6b8a11j4l11h9e2c7b1i1h5i7f9f3l12d6g11l4d2k8d10h5b4e4b3e13l6h2d5c1m9m2l12m5d12b9j3i5f3h10f5l6j2b13e4i1g2a12c1l8h7a11a6l8i1f2j11f3j4c7l13i3m12a13f9i4j6f10l10c12f4g2e10g2i6i12g1c7d11i12k7j3d6k9g7c5g7k10i5m8l10d11g1e7h13d2f5j9c11k10m3k13j8b6a3g8e11c10e7i,black
2b9k5m1f9e6e4f8f6j3e5i12h1c11h12m2d3a10c4k10l7d5c8k10f12f13e2a4b1l4i9j9l2c3f8e3i5b5h4c7g11j7e13g8i13f13l4m10i9i9h12d10b10e3k5k11g6f11c3j5d13c6d6i6l3d2j7c8g7j1b5f11a13i13m2i9a4j8b2g12g8h4a6k4d11f12a9d2e2h13h12e2k7h12k13b4e7b5e1i9g7f6a1k8l12l8a6g3g11m2f10g10k12b8c8d6b10d7i12c12j5l11i5j11d6c3b1a13a1e6m1j10j9c11k1h4g3c13k7a12i11e11b9b7k4h5g6h9m1d13j1m3m7l2l3h5a8j10m4l1g9f2m,white
3a4k10b8h11k11c4i5j10h4e13d6m6j2c6b13j7l5h9i12d1g12j7d4h10l9d3d5b8c2m8m9c1h6g4d8i13g2i12h12k1f7k11m7m11e12c4a4l10d8k13f13a4b3h10c11a8d10i10e11j5i5m1c8j2b7g8l9h9b11g5a10a3f6i10j6d5d12g8b3b5l6h11d12f2j13e6c5f5e4f1m3i10k6e2e7f9l12b7a12m6k3e1k13l2d7e4c10g2g11f9g7h2f7i12i8f5g3k7c2l8e9a11h9e1l9k13c9f7b6f3m8a12e,black
13c1a13h5e7k6l12m2k4l12i5i6k5h6i9d5b8m8i4f2l8l10f7d13a13k4e11b11c2c2b3a9m9h12a2a3j2f1b9b10l8f9k5k12l2j4j10k11k9j3m11g11j10j5m9c8a7i8c9g6c13j8e4h8g1f13b10c12c7g12b5l3l3h6g9i10m11e10i12d12f5d6e13g7a1l3b7h3i3c4c8d12j7f3d11i4d5j13d7l6b1e8j12h10b3k13l10d4k2i9a1i11a10e9e8h6f3f11h7m12g10g5g13f11f9l3e2d10h6d6j13e4m7j11l5c5f3g6a1m11d9f7e4a4g1c1d13i2e1h7c2m1k12e5a4i6m1j8b11m1g8k10a7b4b6h,black
7k13h3b5h10m9l8c3e8l13d9g12m11l9h6j5a7h3d7d13m7l2f13k13g2c7f2h7j13j5c2e10a11j13l7e1d12i6f7b4a5i10l11c9b5j6h5g2b4c8e10b11d10k3f10h8h10f8j12k12h4l3m12a7i8g2l4k3k3l8f6k11k6e2m13f13a3c7c2k10d1k5k9c4d9j8d7a10i1b9f11f12f12c12e2a4i10c12j8b9i11a9m5e9d11m5b1g8k9e11g6c10j6g13c4h9a10g6d12g13i1f11h3a1m4f12l5f7g1l4m9k6a3j11b11i13b,white
5m8a9f5b7e10f12g5j8f7g9g9k11c3g4l3k4m1m11g1g6b1k3b11a10a3i5c6k8j4c11k4f12a5h13b2a12j7k7b5d7j12e5l10k11e6d2f10g12k12m4e2j4h7l10i4a13d5k5i10e9h8i1b9c9i6h1c9d7d10j7c8d2c3l12i8b11h10c8g11j1l4g9a12c4i5a11b5g5e11d8c6i5f6e9e3f2k8e3e4b1e3h8k8h13h7f6f2l12l1i3m2d13l13c10l10h10m8l13k12b9b3c7i4d13j13f1j1a3a8m6j2i11f13a12f6a2b4k11l1f7a10d,white
10k7m8i8l2b11g13l1i12j12g13c8d8c5i3m8e9d5f1f12i6a7k10i4j3c4f8f9a3l6b5h8h10d4b9g6k9f7d7j4a10c13e13j7c9j4l11e8m10h10j5k5b10m11a3i1l6c1k8k10f3a4e2l2c5c10e1e1g9i2j12l13m6e6j5j9h11c7f13f11i13a6i9m7a12c12b6h10b12d7h7g8g10l9c5d11j12a12f6l7l13h2k5l1b1a6m9k11k3b12e10g2d13d4g6d1j11b12k5g11f2m1h3h1d4c4i3k3f4m3j12m8b3g4k6f7b11l12h3d2i4d13k11m9l11h5a8j7i6g8a5e3e13g5m4h7e2g10a13i9e2e,black
9k2j13c11m1m10i1j4g11d4a6h10m12c6k3l2c2d10b3i3j4d7i12i3g8j7h12a7c6i12h4i13e4e13l7a12j1f4l12d11c2b4f9i7e1k5a9j5i5j6e4c5f6f10k2a6d11h10h3h3e7f9d2f7j4j4m3b9g10f10g5b4h8m10c1c10d6b4k7l10l9m9f2g5g4b7d12k8i3k7k8l9h11e12e10j5d13a9b10e3f11i6a6j7m8h8b1e11k7g6c8e2h13g11g13h2k8g13f8c11l5c12l1l5m11j5l2i12f9e,black
2e4g7i11c5l4m2b2j3j8l4i10f2f9h11f5m11h3g13b5i8j6e13d2m9g8c1c10j7j6m12k10i3f10b13h8d8k13c2l7l12e10d5k11i4c9d13f7k9f9k1f11d3h11m12m3l1m4k2h2g1a10c5e5d9m4f1i11l10k1b10e8b3m11e12c2k11k8f10h3a6f5c8e12j10l7h3k7m7b13j3i5h1g6a6l6d4e13a1k12h2d10g12i4l7c6i1l7f4j7a2c9i8g7g5a6j6b6k12f7e12b12g11j5j8h4d5g12d6c10a,white
7j6i11a5m1f12c7f9j1l2c7e5h13d6m3b2d4b13c11i13e10k3k10a12d6a6l3a10c2l8a7c10d6e7m5g7a3c11j11f5i7d4l2g2m8b8j13h9a7l5a6j12b5k12k10h10i3h9m4k11c9b10l12e2k10e8m1h3e10b12i13i4m6b11g4f11k5e12h4j2a3i8d7g3l8h4e9d10f10j9k13a13b6h5b8g12a5d13f1a7i9i4d6c12g11d11b9e9h12l8f8i8e11h10g1j3f2e9c5l3m11l11e,white
4e6h4m8i10h5d13a4a10b10c8j5g5b2m13b8l2i9d8f10f11l5m2a7f7h13i4c6e13j9m8d6g7i9j11d12j10j8g12g12l1m11m6c2c13m9e9i5a12i5e12m9f7a3b7j13l9g4h8c11f6l6b3a9h8b4f3k6i8k6k11c5l5j9k12k4i6d11e8e8h6f7d13f9a7b4b1e11b1d11k10k5c10i7k7l11j7e10d3e11i2j6a13d13c3l3c3g3j3i3h4k12e9b5h1h4g13g1a11h12h9c7m12b10g2k8a10l10m13e12a1j1i5f12f2d2e3f3m5i3d1b2l10e10a1l9l1f7g13k2h2b1g4j12d4l2g1k13h6j,black
8a2a11b6f13c10j12l5i10k11m1l5f1g11k8h10b2c7l12h6j5k13g10a6e2l9d9k4k13j10i6h6c4g10c9i6k4c8f9j5c3b5d11i8g10g6a1e7k2j12j9c2b11e11j1k6l2k5h3h1b7j8e3c10m10e5g12m7m2d7d7e7b9a6b3i10d1j1f9g11c12i4d10h9e12b10f9f5m2f11a5j7a13i11g5a4l7f3f6m3l12d12f4a3e4f4h8j1m7i9b13h7g2e4j1i11f5l13m9h6i2i13a11d3k5e13k3m1c11h8l2h4b3d9l1h1a12e4m7h13b13l3g1d6d,white
11d1i1l7e8a7i8d11a2j12k5f3b10e13f7d7l1h3i9i6j10j9c8b7h12l11j9m13h13g8e11m8h4a12a4i10a3g5e8g8k2k4e11i13i13a2i8f11h4h7c5d2a13b7a9d3k12c4g10m9e5g2e4f7j12e11l2c1b6c8i12b12h1c3c9l5a9k2b5b3m10g9h6b12f8c4c12j3e11g9b13d11k6e7g4l3j11e2m5l11f13e7k5m5k4k9f1d9j3a13j3d12d10d6d1g9g2h,black
4m4d6j5j2k10h5f7a11c6b13g7h11e10f7c8h12m10i9a4k7b1b2j3i4e6e2m8k8i1f11i3c13a1c5b10d6k9f5i9b11a6f5g6i8l9e8j4l2b11j3d11k3j5d6d13l8e5m10c11b2l5e6l1a11d3a12a12g7g7k4a8f2i11f1l5h11h1g7l12j6g9c9h3b10k13h1k9j12i12k3k8a2f4f8d4i1m6h12l10a13i12d11g3l3f8m12c13e3m13f8c3g10l4c13c3e12h12b10j11l2g11m1j7d9k5k2d9g2c10b13d1e10g1d3h4h6a7f1h10m9l9d2e8g13b8b12e12f7i7j10e7m4j2h9i5l,white
8b6k9j13e2k4h7a1d10m3e12d13m13f9k8c1m8a8h13d3c10j5b4f9m2g10k7j11m7i2e3i5a7e9i3k7g4k11e3a5d12f5m4d5k9a10f12l2h9c4e2f8l7f12j1k9l12g6b11h2c1h3g2b13b12e7b12a5i2i7h8i11c12b1b11j9e8k9h9g6i12c13c3f3j8f4b13j7k12k3d5f1c6l8g8e10c1i4m3m1a9b10a11g6e9f7d2j13a2m7l2d12i2a10h8d10g10l10i10e6g4l6m6c2l5l11d13h11a5h4i10b11k3b7c8m13k1j13g1e6f6h4j11l5g9d6a13l10d4g3h5e12m5j6j,white
10m8g12i13j13h6f11k6e11m1b5m1g3d5c10h6g3g5b13d4d7k12l10j12h8m5k2a6i2j9d4m6k7i7e3j10i4j7h12g4l1k6j13l5g3h2b10e9b13c11l7c8b7g7a1h11e8i2g11f6a11j9h4i9c11d5h2k2c8c8l6m10d7b10c8h3k5i10f7j9a9j8j6h6d7f1m9l8e11h3m12m9k9i4c13k1f12b12k4h12c7d2e1d12d9f12j11c10a12f1e1i9g4f8f,white
6m3e2l4a9g5i9k4f2d10a7j1e3f5j8f1f13g13c1j4d9b8h13e3g13i8e6d7f4m6i10j13b12h2m12m6k8l10c12k7l7d7i7e8b5c3a9a2c11b10k9j10l13k13a12i7k2k3i11d11k4j12c10h5b7g12g3h11h7a5m13l9m5e11i3l5h2e5f4k6c13j12f8a8i11j11l8g8d5d1l12b4i9d9i11e9f8c5l9e9l2b10g7c6e11c6g4b11m8k5k1h2a10f6h1c8j9h9c5a3d6j11a2f5g10i8m3k13d6b1g6a1a1i10d4e12l7h12j4c4g3b11f10b,black
8a8h2g1a8j7c6m2h13e10m4f4c9d9b3c13l6f8d3i6h10f8l10h4h8b5m4a6i11i12e12d1l2l9g10k12h13i6g7a10i6a5j3k1k5c9e9k8m7j3g5f11l11m3m8e9j7i3j2e9h11d3b6l13k2d2c13j6b5h6k6c4j4d12j6d12f7m3d1e11f1d11b12c10l1f4g9l12a11g7f2k8c2m10g13c4e12b13m10c12m7e6e7h10d1b4b4m5k2b11h3f9i12k1m10b10a3a11a1c5g7b2i13g5d7g8g9a9m11j10j4l12i8k3e7l5i4k8i7k11c8f3l5b1j1g9c7d2a13h11k13b4i5l11e6j13f13a5a3h5e13d10e,white
7f11j9a11m7h11c8g5g7d1k11a1g4i10c5e3l9e6d9j4g5k3j12j9i7j8d9h4l4b5c6f7l2c6e3f12f6j13e6h9b12i8b11e11k10d9l7i5m11l4j5h6k10i3i4d13j8m3b3k8j13b6i12e4c7c4m6l9d10l12k2g2a12l12g7k13m10b4k10h11f12h8f2h4f9k10a3h8i11b6c10f5a7b11i11h9g9f11d1a2m13c5f1j7e2b2i5d10j9m6m1e1b3m9c5l3d2e8h1f6g4h3e2l12a2k4e11g7g13k10g8k10m13h5i12d10k12b6b1d8a4a3c1c1h13d3a8c12c13l2j12m1m2f,black
8c7d3l4e3j1b9k13j2m6m3h13i9j11j6g12f12i4f8g6h13d6j3m1a3b2g11b5e8k5f2c4d1g8a10m5c7b12k10k13m4c6f2i7h5l9i6l10c13l11d10i2j9c10g9h11k3k2b3i8e7l1l12h1c1e11i3a11e10e4g11l12g7i7g1j4b5b8h12l2k5h11c4a1m7e1d9d13e13g9e9f5i9l9m4j10h7k12m8l8d7c6d8m12d11h10d11f6e3g10l7m11g6c2a13a6a10a4i10f6b10b8i2l2e7f12b8j6k8b1f1h5d6i4l8f7a10j4k11m13h2d3c4m,black
1c9e6f11i4i4g10i10c7l5i4l12k2m4f13e2l12j12l4d12c9m1i7k7h3a6j3l8e2d7m4e2b2f13j7f7j6l9a13m7c2c3i2k12i11k1a7g4c6d10l8j10h5k11f6e9h8l9k7a12f1g3b6i6c9l10j10g4h7i6h9f4k12m9c2i11b13f1m5d9j10k8d13i4j6k12g13k3d10f8i7d2g5b8g5c8f8h3f8m3h5g8b12d10b3c9i12h1d9d11c2a3k4m2h5m13h2e13g13d5h6b5j5l11d1j8c,white
3d13i6f7h10a10d1g11h2g4k8i2l8e10i12a12h10m4a4h11k9i4l4g9b6j8k9k12i5l7c13c9d2e6e4c8a6i4d5f3a10l13f12b5i8f6a7e12l3j1m7j7b8b9g7d12f1l13m2j10k11d13e9c8d3i10g6l3e5j10b13j12e9f1b8g7i12j13b7a2k11a7l12m5d8m8j9j10h11m9l11l4j1c12c6k13a12d5c8c11c11j10e1h11b2a3f7m6h10f11i9m4i11f5k5b2b4f3g1f12g9h5a6b2h4e6d5g13h11g3c8h3m8l6m7k6c13g13l5m10j4b10c3b9a2c5h1d2f1a9e11e3h6g2d1i1e5e13k12k2m1k,black
4b3c13f6e13h5k2a9i3k6j10k5d7h12k8d9l5i9b9d10c10i10j2b7b13g7a12h9f3i6i12l8i12b12m7j13i8l8c1j7g6d1m6l11h4l7f10g10d8k5l2c9e5c11l11e4j7m9k12c4d3b4m5e9j9g4k3g12d1f8f9c12j12f1g13e2e3e7c13b7l5g11i1b6a10h8e8g11d7e10b11j6c5j2l2j10f4f4e12i6f6h12a2d12e1d5h1e7d4h11b13a5m9m3d13c5f11a3l6m11k2f5b10e3m11g10l8b10m2h7k11f4a13l5a13j2g4i,black
4k7i2d5h6m1h10m11k2k13b3h4j12k12i4a1l1g10a10i2i11m13e11f12a3m2a7f11c9j5k7b3b3a8j7g6b11g10j4e6c11i3j3l2j12h1a9l5l12j12m2m3c5e12g8g7m9f9m2g12d4l10g9g8f12l10f12e9i10d4d5i5g11b8b8m3k1e13k10k9k3g7j1j4c13j11d6e10b13d9d9h3i4m2c4b13m3f8l6d9c5d4i8k10h10c6i7h1m13l2h7l12b13f5j6f9a11j6a1d6l7a3e5a11e8i6h7c5m,white
3c8g7i8f5j10i9k12m7m12j13c5h5g3j12g13f9f9e10g4d1g7c1f7b12i10c4k8i4g7h6j12f12a12k11i3f2d9g5f4l13k4j7l8a3a6e11d6k1h9b8j8k3e3i2i6f4f13d11k11c9i10b13g5k7k11a2a13a5d2h6c9a6l12b1d12d6b9c12h1m7j4m4i8c8d11f10d7f5i11g8m4b4c6m7d6h12c4e9j11l5e10f2l12l7g9h1b3k2j10a10h3l5b10l10k7a13j8e11j11h10e13e1e1i3h3m12e2c2b2f10m3g11b4h1j11e10j13m6g7e6d5c11m9d,white
2k1b11l12m7h10m3j10f7i4c7d12d2m6i13h3e13k9d9m8l8f10k1d7c2j5e7j4l9k6h2c10g11f4e7e4h4b5k10l2i9e2l1c13c6b5h8g13l12l6k8j11i10e6a7b12e3l10c1a7f6f13b9i12h12g3d3k9h12j11d12f10a13m10j11h5b5d9b1m7l10i9g9j4m1j5j9c8c13j11j6d4a12i11m5f3i8e3g11b11e5i6m8d7g1f5l1h8b8m10h8i10b11g6c12c12a9l11a7m4g2f3c3b2h10d6g6e13e1g5g12k8h3a11c7k4j9f4i5c8k3h1i2a8a1e2g6j11k13d12b4f5a1k3f,white
2a6m13a4e2e10d13c8i7k5e10l3e7g12k7b11f11i11j8m3j4b8c13m5i7h2j12h3a6c9e8e5f7i6i3f10b9j6g6h10f8f10h1e4c3h13i11l4k13e13h3c8b5g4a1a12g1l11a12e9m11g3d4i8l2b11k10c8j7e2k2f3g1c5b7j5l5k9a1k6d13b5m9i12f10j13g7d12l9h11e1m7c9c13l13j6f6b6j1g2d10e5j5d8d8k12j11b1b1i5h6a10i12i9k11d2c2g7l6k8g11c3k13d8h4j4m6l12d13k4g2i1f9f3m10k12b4l8a2h3b3i4f10g12a9g1d2l10a1j2m4d9b6e10m12m9d13f5a11m12c11h7m1h7f3l,black
11m1d12g1f12b5e6m8m4d10a4h11a8h9a9j9e11e5i2c4i10l11j7m13m11h8d2l2h3j12a11k1e6a8c10h10k3d10f5c10j11l4m12k6c3k12l10c5j8b6j9m8a10m5g6i4b12j3e3b3f8e12i8i3c9f6e8j1b13b5b1c12h6d7a5h13l13f8f11i10i2a9l13i4e6b3g3l5k11f11g11c9d13d12e1l13j7g9i3h4j13g4c13c11d4f4g8l10e6h5d4a8g10g2i2e12f12d1a2j5m6k7f1g1k13a5f12m7i9h7j1h9c10b12c2b2k7b7e13h6g8k3m7h2g2d7l9g7d5a13e1m4l6l5l4k3i10d11b2f9b,white
6c4b1a3h5h2c11l6d3c9g5m5d4e10i7j3g6l10h3e4j12d7h5c3l9m3f13d10l4f6h6j11b8l12a2d5i5l13l7i4c5g4m11k10e1h2m2a2j12h9d9b10b2i4a3d13i11f4g9a5e3i7l9e4d9f7f12l10m6k4k13h12f12k8e7k8d13g9h1d8m10k10d1e10a5k7b5b9k11i12i6m3a6i2b13j8c2f9l12e11g7a7g8g2h3k6b11c8j2g11h4l12m3b8a7c3j9j12j2k11e11j6a13k5a1m2l8i10f10c4h13m10j6f1k4i9c,white
6k11g4e12e10g6i9c13c8m12h4l11e8h11j5i2i9i1l7k5m7h9j7f8l6a5l12f7b2j8f12c9e9g3b8e8c11l10k8k5k1c6c4i4k5d6m3a8g13j13a13e4b6f3i12j13h7l13f11m6e1g12k11i10i7c13d9k10j10l4f4c8d9d5f1m12i11f6d1f2d4h8i3c5g6h6j9m13b3d4j4m12d2a5b13k6l12l7g11h10e5e2f13g3l10m4d11k9f2g4g1h1i10b3j1b10h5a10a13i11b7d2c3k7m9l8j2l3f8a12a13l12b8b10c6g7i10d1e3m11c1k2m2h3e4a12m7a11d7e,black
4m5c8b4b3l8m8c5k7c10i5f8j2k7j11h7i8i8a13h7f12h4e9k8l11i2a12a6h8f1b2i3m13k12j3a6l10a7a13d6e8e11c1i9e12g11a9f9a7e7d2c10j12k10e10f6b6f3e11e6k6d4g1h1m2h5e4c2b4k7b6g5h12m6i9c7k12c10k13l12b13a12l5b12f4h2l4f5m11m13i11d6a2m10b9d9i10g10h3k7m12e5j6j3c11j3f1d11f10c7g11b2e1f11l2g9b5i4d5d8h9l8d1j10m1k5a1l13j4l3h6c3i13c3j1e3b13e3g7l4a2d2j1g13b13f5g,white
7b7h8c5b12c4f1h5h6a3i4c9g10j3h9l6d11d5a2f6l12j6c1a4g9b7i13j10m3d11j9e3e1f12l10k10e9k12b4e3f10l7e6h4j9c2i11g2a8j10d9d3b5j11b12e3a5l2l10f2j11h6e12h5i4b10i11k12f3l10c12m13g5k3k8a8d1i13m13f12i13h6b10h7d8l13l13e6g5c7l11e6m9h4d3g9a2c7g13d7a5g6k8b8m10b5f8f6i7f4h2g9m8e9i1k1c13c5e2d13k7c12k9f10g1j7m11l12a7k1m,white
2a6e7c5g2c3c12e10d7e10b13f4j8l8c10m8h1k2l5m2h11e10l9i11j7j1h10g11b7h10a6h8g4b4c10f5h11m2e3d3j9f12j10k12k13i9d2b10e2k4e3h2f3g9c10i8m11d13h7l9a13g6g11f9e1c3f1g5i2d12b7i4l9g5k11k3e6i8f3i8i5b7b13m7d1e12f12h3a10j8k12i8j11l12l5f4i6m4k8b5d2j6l6b12a7k5e6f2g11g7f4d9h11a2i3b2m5j6c9j5l6a5a4m4g1b11i9k9m12d8d11h3m,white
